"ID","Order","Ring","RingTitle","Step","Gate","Focus","SourceBasis","Trigger","PassCondition","FailCondition","Evidence","Next","Status"
"CS-GR-382","382","R23","Gate Ecology And Neighbors","08","Relation Edge Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: neighbor damage is checked before closure.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-383","383","R23","Gate Ecology And Neighbors","09","Risk Dirty-Milk Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: neighbor damage is checked before closure.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-384","384","R23","Gate Ecology And Neighbors","10","Substrate Tool Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: neighbor damage is checked before closure.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-385","385","R23","Gate Ecology And Neighbors","11","Action Exit Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: neighbor damage is checked before closure.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-386","386","R23","Gate Ecology And Neighbors","12","Proof Evidence Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","a claim needs trust","claim touches visible evidence. Ring clean result: neighbor damage is checked before closure.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-387","387","R23","Gate Ecology And Neighbors","13","Variation Stability Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: neighbor damage is checked before closure.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-388","388","R23","Gate Ecology And Neighbors","14","Consolidation Fit Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: neighbor damage is checked before closure.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-389","389","R23","Gate Ecology And Neighbors","15","Affected Scope Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: neighbor damage is checked before closure.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-390","390","R23","Gate Ecology And Neighbors","16","Verdict Status Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: neighbor damage is checked before closure.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-391","391","R23","Gate Ecology And Neighbors","17","Return Closure Gate","front door, intake, object, source, parking, proof, synthesis, final judge, neighbor effects","synthesis gate V2/V4, gate ecology notes","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: neighbor damage is checked before closure.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-392","392","R24","CONSOLIDATOR Trial Watch","01","CONSOLIDATOR Placement Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","overlap appears after evidence exists","CONSOLIDATOR runs after Hindsight/Sequencer signals and before Omega/Final Judge. Ring clean result: overlap gets a lane without automatic merge.","CONSOLIDATOR runs early as a king gate","three-loop proof, source repeats, order ring","Evidence-First Consolidation Gate","candidate support gate; not active doctrine"
"CS-GR-393","393","R24","CONSOLIDATOR Trial Watch","02","Evidence-First Consolidation Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","a merge or pack is proposed","repeated signal exists before packing. Ring clean result: overlap gets a lane without automatic merge.","one interesting similarity triggers merge","repeat count, proof signal, source lane","Hindsight Input Gate","candidate support gate; not active doctrine"
"CS-GR-394","394","R24","CONSOLIDATOR Trial Watch","03","Hindsight Input Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","history can clarify overlap","prior failures and source trails are checked. Ring clean result: overlap gets a lane without automatic merge.","history is ignored and the same gate is recreated","receipts, issue maps, source notes","Sequencer Input Gate","candidate support gate; not active doctrine"
"CS-GR-395","395","R24","CONSOLIDATOR Trial Watch","04","Sequencer Input Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","the next spin may change order","Sequencer decides timing before CONSOLIDATOR packs anything. Ring clean result: overlap gets a lane without automatic merge.","packing outruns sequence","next spin watch item, order proof","KEEP SEPARATE Gate","candidate support gate; not active doctrine"
"CS-GR-396","396","R24","CONSOLIDATOR Trial Watch","05","KEEP SEPARATE Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","two gates look related but jobs differ","distinct jobs remain separate with reason. Ring clean result: overlap gets a lane without automatic merge.","useful differences are flattened","job test, risk if merged","MOVE LOGIC Gate","candidate support gate; not active doctrine"
"CS-GR-397","397","R24","CONSOLIDATOR Trial Watch","06","MOVE LOGIC Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","a concept belongs under a different parent","logic moves to the right parent without moving authority. Ring clean result: overlap gets a lane without automatic merge.","logic remains in the wrong room","parent gate, relation edge, affected scope","PACK TOGETHER Gate","candidate support gate; not active doctrine"
"CS-GR-398","398","R24","CONSOLIDATOR Trial Watch","07","PACK TOGETHER Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","three repeated signals show shared parent","small pieces pack under a broader parent with seams preserved. Ring clean result: overlap gets a lane without automatic merge.","packing hides source, proof, or blocked edges","three-signal count, seam list","PARK Gate","candidate support gate; not active doctrine"
"CS-GR-399","399","R24","CONSOLIDATOR Trial Watch","08","PARK Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","the idea is useful but not ready","item gets parking home and return trigger. Ring clean result: overlap gets a lane without automatic merge.","future idea becomes active weight","parking path, return trigger","REJECT Gate","candidate support gate; not active doctrine"
"CS-GR-400","400","R24","CONSOLIDATOR Trial Watch","09","REJECT Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","overlap is duplicate fog or dirty bloat","active use is rejected while evidence is retained if useful. Ring clean result: overlap gets a lane without automatic merge.","bad duplicate remains active","rejection reason, retained evidence path","WATCH AGAIN Gate","candidate support gate; not active doctrine"
"CS-GR-401","401","R24","CONSOLIDATOR Trial Watch","10","WATCH AGAIN Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","only one signal exists","item is watched without promotion. Ring clean result: overlap gets a lane without automatic merge.","single signal becomes rule","watch note, next spin item","Three Signal Gate","candidate support gate; not active doctrine"
"CS-GR-402","402","R24","CONSOLIDATOR Trial Watch","11","Three Signal Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","possible consolidation repeats","one spin means watch, two likely pattern, three candidate. Ring clean result: overlap gets a lane without automatic merge.","repeat count is skipped","three-loop ledger","Risk If Merged Gate","candidate support gate; not active doctrine"
"CS-GR-403","403","R24","CONSOLIDATOR Trial Watch","12","Risk If Merged Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","packing could erase structure","risk of flattening, authority bleed, or proof loss is named. Ring clean result: overlap gets a lane without automatic merge.","merge risk is invisible","risk column, dirty import check","Risk If Separate Gate","candidate support gate; not active doctrine"
"CS-GR-404","404","R24","CONSOLIDATOR Trial Watch","13","Risk If Separate Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","keeping separate could create clutter","risk of duplicate fog or loose gates is named. Ring clean result: overlap gets a lane without automatic merge.","separation risk is ignored","self-weight note, bloat check","No Rewrite Gate","candidate support gate; not active doctrine"
"CS-GR-405","405","R24","CONSOLIDATOR Trial Watch","14","No Rewrite Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","consolidation result is useful","no ACTIVE_GUIDES or CURRENT_TRUTH rewrite happens from this artifact. Ring clean result: overlap gets a lane without automatic merge.","trial/watch becomes doctrine install","git diff, status header, receipt","Omega Handoff Gate","candidate support gate; not active doctrine"
"CS-GR-406","406","R24","CONSOLIDATOR Trial Watch","15","Omega Handoff Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","consolidation pass is ready to close","Omega receives a clear close or watch item. Ring clean result: overlap gets a lane without automatic merge.","consolidation loops forever","close note, next state","Final Judge Status Gate","candidate support gate; not active doctrine"
"CS-GR-407","407","R24","CONSOLIDATOR Trial Watch","16","Final Judge Status Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","status is claimed","Final Judge checks support-only, guardrails, and evidence fit. Ring clean result: overlap gets a lane without automatic merge.","CONSOLIDATOR judges itself final","verdict line, proof fields","Consolidation Receipt Gate","candidate support gate; not active doctrine"
"CS-GR-408","408","R24","CONSOLIDATOR Trial Watch","17","Consolidation Receipt Gate","overlap, repeated signals, packing, parking, rejection, and watch labels","CONSOLIDATOR Gate Trial Watch packet","CONSOLIDATOR closes","receipt names decision label, repeated signal, risk, and next spin watch item. Ring clean result: overlap gets a lane without automatic merge.","no receipt proves what was packed or parked","receipt and gate row","next ring","candidate support gate; not active doctrine"
"CS-GR-409","409","R25","Sequencer Next Spin Omega","01","Trigger Recognition Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","a signal enters this ring","the signal is named before action. Ring clean result: sequence decides timing and closure.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-410","410","R25","Sequencer Next Spin Omega","02","Authority Scope Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: sequence decides timing and closure.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-411","411","R25","Sequencer Next Spin Omega","03","Object Identity Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","an item must be judged","object type and status are named. Ring clean result: sequence decides timing and closure.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-412","412","R25","Sequencer Next Spin Omega","04","Placement Home Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: sequence decides timing and closure.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-413","413","R25","Sequencer Next Spin Omega","05","Word Key Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: sequence decides timing and closure.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-414","414","R25","Sequencer Next Spin Omega","06","Source Provenance Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: sequence decides timing and closure.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-415","415","R25","Sequencer Next Spin Omega","07","Attention Salience Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","too many signals compete","active focus and blocked side routes are visible. Ring clean result: sequence decides timing and closure.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-416","416","R25","Sequencer Next Spin Omega","08","Relation Edge Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: sequence decides timing and closure.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-417","417","R25","Sequencer Next Spin Omega","09","Risk Dirty-Milk Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: sequence decides timing and closure.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-418","418","R25","Sequencer Next Spin Omega","10","Substrate Tool Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: sequence decides timing and closure.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-419","419","R25","Sequencer Next Spin Omega","11","Action Exit Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: sequence decides timing and closure.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-420","420","R25","Sequencer Next Spin Omega","12","Proof Evidence Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","a claim needs trust","claim touches visible evidence. Ring clean result: sequence decides timing and closure.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-421","421","R25","Sequencer Next Spin Omega","13","Variation Stability Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: sequence decides timing and closure.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-422","422","R25","Sequencer Next Spin Omega","14","Consolidation Fit Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: sequence decides timing and closure.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-423","423","R25","Sequencer Next Spin Omega","15","Affected Scope Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: sequence decides timing and closure.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-424","424","R25","Sequencer Next Spin Omega","16","Verdict Status Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: sequence decides timing and closure.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-425","425","R25","Sequencer Next Spin Omega","17","Return Closure Gate","next spin order, Alpha opening, Omega close, Final Judge status","Next Spin Sequencer, Alpha/Omega, Final Judge receipts","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: sequence decides timing and closure.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-426","426","R26","Adoption Gear Wardrobe","01","Trigger Recognition Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","a signal enters this ring","the signal is named before action. Ring clean result: useful gear is tested, worn, parked, or rejected.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-427","427","R26","Adoption Gear Wardrobe","02","Authority Scope Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: useful gear is tested, worn, parked, or rejected.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-428","428","R26","Adoption Gear Wardrobe","03","Object Identity Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","an item must be judged","object type and status are named. Ring clean result: useful gear is tested, worn, parked, or rejected.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-429","429","R26","Adoption Gear Wardrobe","04","Placement Home Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: useful gear is tested, worn, parked, or rejected.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-430","430","R26","Adoption Gear Wardrobe","05","Word Key Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: useful gear is tested, worn, parked, or rejected.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-431","431","R26","Adoption Gear Wardrobe","06","Source Provenance Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: useful gear is tested, worn, parked, or rejected.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-432","432","R26","Adoption Gear Wardrobe","07","Attention Salience Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","too many signals compete","active focus and blocked side routes are visible. Ring clean result: useful gear is tested, worn, parked, or rejected.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-433","433","R26","Adoption Gear Wardrobe","08","Relation Edge Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: useful gear is tested, worn, parked, or rejected.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-434","434","R26","Adoption Gear Wardrobe","09","Risk Dirty-Milk Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: useful gear is tested, worn, parked, or rejected.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-435","435","R26","Adoption Gear Wardrobe","10","Substrate Tool Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: useful gear is tested, worn, parked, or rejected.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-436","436","R26","Adoption Gear Wardrobe","11","Action Exit Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: useful gear is tested, worn, parked, or rejected.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-437","437","R26","Adoption Gear Wardrobe","12","Proof Evidence Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","a claim needs trust","claim touches visible evidence. Ring clean result: useful gear is tested, worn, parked, or rejected.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-438","438","R26","Adoption Gear Wardrobe","13","Variation Stability Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: useful gear is tested, worn, parked, or rejected.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-439","439","R26","Adoption Gear Wardrobe","14","Consolidation Fit Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: useful gear is tested, worn, parked, or rejected.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-440","440","R26","Adoption Gear Wardrobe","15","Affected Scope Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: useful gear is tested, worn, parked, or rejected.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-441","441","R26","Adoption Gear Wardrobe","16","Verdict Status Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: useful gear is tested, worn, parked, or rejected.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-442","442","R26","Adoption Gear Wardrobe","17","Return Closure Gate","tools, algorithms, gear, rack, pallet, daily carry, trial ledger","Adopt Gate, Wardrobe Rack, Tool Trial Ledger, Boss Cycle","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: useful gear is tested, worn, parked, or rejected.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-443","443","R27","Security Local-Only Sensitive","01","Trigger Recognition Gate","local-only evidence, token-like material, privacy, no leak, no hidden promotion","security watch TODO, local-only hold, receipt guardrails","a signal enters this ring","the signal is named before action. Ring clean result: sensitive or local-only material stays out of broad output.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-444","444","R27","Security Local-Only Sensitive","02","Authority Scope Gate","local-only evidence, token-like material, privacy, no leak, no hidden promotion","security watch TODO, local-only hold, receipt guardrails","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: sensitive or local-only material stays out of broad output.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-445","445","R27","Security Local-Only Sensitive","03","Object Identity Gate","local-only evidence, token-like material, privacy, no leak, no hidden promotion","security watch TODO, local-only hold, receipt guardrails","an item must be judged","object type and status are named. Ring clean result: sensitive or local-only material stays out of broad output.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-446","446","R27","Security Local-Only Sensitive","04","Placement Home Gate","local-only evidence, token-like material, privacy, no leak, no hidden promotion","security watch TODO, local-only hold, receipt guardrails","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: sensitive or local-only material stays out of broad output.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-447","447","R27","Security Local-Only Sensitive","05","Word Key Gate","local-only evidence, token-like material, privacy, no leak, no hidden promotion","security watch TODO, local-only hold, receipt guardrails","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: sensitive or local-only material stays out of broad output.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
