"ConceptId","Theme","UseHorizon","SignalText","SignalCount","SourceFileCount","SampleSources"
"CONCEPT-38883","SOURCE_INTAKE_RESEARCH","REFERENCE","there and I allow those positive","1","1","Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SOURCE_MATERIAL/TRANSCRIPTS/YOUTUBE_BRAINWASH_SELF_SUCCESS_TRANSCRIPT_SOURCE_20260527.md"
"CONCEPT-01499","SOURCE_INTAKE_RESEARCH","REFERENCE","they think it was their own idea.","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/ET0o9zL3BDs/TRANSCRIPT_CLEAN_REPAIRED_ET0o9zL3BDs.txt"
"CONCEPT-06670","SOURCE_INTAKE_RESEARCH","REFERENCE","they're the ones drawing the map for","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/ET0o9zL3BDs/TRANSCRIPT_CLEAN_REPAIRED_ET0o9zL3BDs.txt"
"CONCEPT-21763","SOURCE_INTAKE_RESEARCH","REFERENCE","THINK BEFORE WORK INTAKE ALARM GATE","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/THINK_BEFORE_WORK_INTAKE_ALARM_GATE_20260518.md"
"CONCEPT-40600","SOURCE_INTAKE_RESEARCH","REFERENCE","think it was their idea. People come","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/ET0o9zL3BDs/TRANSCRIPT_CLEAN_REPAIRED_ET0o9zL3BDs.txt"
"CONCEPT-14906","SOURCE_INTAKE_RESEARCH","REFERENCE","This chunk builds the source foundation and the interpretive method. Later chunks go into the Keys themselves.","1","1","_SOURCE_RESEARCH_NOTES/Maxwell.txt"
"CONCEPT-03267","SOURCE_INTAKE_RESEARCH","REFERENCE","This file is source ore for a cycle-study research packet. It contains a mixed astronomy, calendar, symbolic, Hermetic, zodiac/body-correspondence, and project-analogy study.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DROP_CYCLE_STUDY_20260526_011125/SOURCE_DISPOSITION.md"
"CONCEPT-37386","SOURCE_INTAKE_RESEARCH","REFERENCE","This gate needs hard invariants. These are the things it protects no matter what enters.","1","1","_SOURCE_RESEARCH_NOTES/whole house gate.txt"
"CONCEPT-22165","SOURCE_INTAKE_RESEARCH","REFERENCE","This is before intake. It asks whether the incoming thing even smells like the current task.","1","1","Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SOURCE_ORE/TRUE_PATHING_REPLY_SOURCE_COPY_20260530.txt"
"CONCEPT-03390","SOURCE_INTAKE_RESEARCH","REFERENCE","This is clean growth.","1","1","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/004_CENTER_ROOM_FIRST_USE_REFLECTION_20260528.md_CHUNK_01.txt"
"CONCEPT-37440","SOURCE_INTAKE_RESEARCH","REFERENCE","This is exactly what we needed earlier with blue, Sugrue, Roy, and even the file/source-order failure.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_TRANSCRIPT_BACKLOG_20260526_003545/talbot.txt"
"CONCEPT-17581","SOURCE_INTAKE_RESEARCH","REFERENCE","This is high-risk source ore. The ethical import is not manipulation. The useful house translation is:","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_NOTES/YT_TRANSCRIPT_FULL_READ_NOTES_AND_BUILD_FIT_20260524.md"
"CONCEPT-04431","SOURCE_INTAKE_RESEARCH","REFERENCE","This is not doctrine. This is not an active guide rewrite. This is not a helper build. This is a preserved source anchor so concepts and rules are not silently dropped while the research packet is organized.","1","1","Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SOURCE_ORE/FILE_THINKING_LANE_INTELL_SOURCE_ANCHOR_20260529/INTELL_SOURCE_ANCHOR_NOTE_20260529.md"
"CONCEPT-00984","SOURCE_INTAKE_RESEARCH","REFERENCE","This is not just another large source packet.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/DREAMFORGE_REENTRY_20260529/ADDENDUM_ATT_9_CRITERIA_TRAINING_MODULES_20260529/DREAMFORGE_ATT_9_CRITERIA_TRAINING_MODULES_INTAKE_20260529.md"
"CONCEPT-24503","SOURCE_INTAKE_RESEARCH","REFERENCE","This is source ore comparison only.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/DREAMFORGE_REENTRY_20260529/DREAMFORGE_REENTRY_BATCH_G_CROSS_SOURCE_CONTINUITY_MATRIX_20260529.md"
"CONCEPT-29098","SOURCE_INTAKE_RESEARCH","REFERENCE","This is very clean source ore.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_TRANSCRIPT_BACKLOG_20260526_003545/talbot.txt"
"CONCEPT-10157","SOURCE_INTAKE_RESEARCH","REFERENCE","This matters for AI work. A fast model often grabs the first narratively available route. A better","1","1","Jxhnny_Kl33N_Seedz/RESEARCH_PACKETS/FEYNMAN_20260524_DEEP_WASH/01_RICHARD_FEYNMAN_DEEP_RESEARCH_PAPER_WASHED_20260524.md"
"CONCEPT-01405","SOURCE_INTAKE_RESEARCH","REFERENCE","This plan defines the current minimum-helper replay shape for the old YouTube transcript / Desktop PowerShell task.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_RUBRIC_CURRENT_REPLAY_PLAN_01_20260528.md"
"CONCEPT-02452","SOURCE_INTAKE_RESEARCH","REFERENCE","This proves local manual intake, not zero-copy phone-to-PC execution and not assistant-direct local execution from chat.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ASSISTANT_DOOR_RELAY_LOCAL_MANUAL_INTAKE_RULE_20260521_132918.md"
"CONCEPT-38223","SOURCE_INTAKE_RESEARCH","REFERENCE","This proves the local helper can create a bounded File Thinking Trial output from a located decision ledger and preserved research packet presence checks.","1","1","_MISC_DRAWER/READ_REPORTS/FILE_THINKING_LANE_TRIAL_001_20260529_163210/CLUSTER_CARDS_LOCAL/FILE_THINKING_LANE_TRIAL_001_CLUSTER_CARD.md"
"CONCEPT-39805","SOURCE_INTAKE_RESEARCH","REFERENCE","This transcript is a strong Feynman source object. It is not mainly a biography. It is a working demonstration of how Feynman thinks.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DOOR_WASH_SET_20260525_050852/feyman.txt"
"CONCEPT-22982","SOURCE_INTAKE_RESEARCH","REFERENCE","This transcript teaches influence architecture: reversal, impossible question, presupposition, label, witness, voluntary confession, permission, reframe, identity confirmation, accusation inversion, gap, lock, conspiracy, installation, regression, fait accompli, and exit seal. The stated mechanism is creating conditions where the other person's mind finishes...","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_NOTES/YT_TRANSCRIPT_FULL_READ_NOTES_AND_BUILD_FIT_20260524.md"
"CONCEPT-20179","SOURCE_INTAKE_RESEARCH","REFERENCE","threat. Safety threat. So, it's the comparison triggered [music] insecurity. Then you might say something like, man, you've been absolutely killing it, too. We have totally different wins and the exact same mission. You might say something like that, reassure them of the safety. A frame is the invisible lens that defines what is happening and who's in charge...","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/YvyUdcVk_gA/CHUNKS/TRANSCRIPT_CHUNK_002_YvyUdcVk_gA.txt"
"CONCEPT-15637","SOURCE_INTAKE_RESEARCH","REFERENCE","Title on source page:","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/DREAMFORGE_REENTRY_20260529/ADDENDUM_ATT_9_CRITERIA_TRAINING_MODULES_20260529/DREAMFORGE_ATT_9_CRITERIA_TRAINING_MODULES_INTAKE_20260529.md"
"CONCEPT-30416","SOURCE_INTAKE_RESEARCH","REFERENCE","TLA+ and TLC are used to specify systems and check invariants over state changes. House fit: Clean Seed does not need full formal methods immediately, but it should steal the invariant idea: certain states are illegal no matter what script path is used.","1","1","Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/PROJECT_FIRST_TOOLING_DEEP_RESEARCH_HARVEST_20260531.md"
"CONCEPT-07666","SOURCE_INTAKE_RESEARCH","REFERENCE","to be considered","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_TRANSCRIPT_BACKLOG_20260526_003545/to_be_considered.txt"
"CONCEPT-38567","SOURCE_INTAKE_RESEARCH","REFERENCE","Together they give the house breathing room.","1","1","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/004_CENTER_ROOM_FIRST_USE_REFLECTION_20260528.md_CHUNK_01.txt"
"CONCEPT-13483","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 001 6LP3n9VxH 8","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/6LP3n9V7H_8/CHUNKS/TRANSCRIPT_CHUNK_001_6LP3n9V7H_8.txt"
"CONCEPT-16548","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 001 Dgbci0GC1vk","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Dgbci0GC1vk/CHUNKS/TRANSCRIPT_CHUNK_001_Dgbci0GC1vk.txt"
"CONCEPT-34330","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 001 Hm9ADZ28Wgo","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Hm9ADZ28Wgo/CHUNKS/TRANSCRIPT_CHUNK_001_Hm9ADZ28Wgo.txt"
"CONCEPT-24802","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 001 vH0njQMF gc","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/vH0njQMF_gc/CHUNKS/TRANSCRIPT_CHUNK_001_vH0njQMF_gc.txt"
"CONCEPT-17427","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 001 Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/CHUNKS/TRANSCRIPT_CHUNK_001_Wn-qgHg5JhE.txt"
"CONCEPT-11094","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 001 YvyUdcVk gA","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/YvyUdcVk_gA/CHUNKS/TRANSCRIPT_CHUNK_001_YvyUdcVk_gA.txt"
"CONCEPT-04049","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 001 ZtOxCJqEHjY","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/ZtOxCJqEHjY/CHUNKS/TRANSCRIPT_CHUNK_001_ZtOxCJqEHjY.txt"
"CONCEPT-21429","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 002 6LP3n9VxH 8","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/6LP3n9V7H_8/CHUNKS/TRANSCRIPT_CHUNK_002_6LP3n9V7H_8.txt"
"CONCEPT-28794","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 002 Hm9ADZ28Wgo","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Hm9ADZ28Wgo/CHUNKS/TRANSCRIPT_CHUNK_002_Hm9ADZ28Wgo.txt"
"CONCEPT-03990","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 002 Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/CHUNKS/TRANSCRIPT_CHUNK_002_Wn-qgHg5JhE.txt"
"CONCEPT-41237","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 002 YvyUdcVk gA","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/YvyUdcVk_gA/CHUNKS/TRANSCRIPT_CHUNK_002_YvyUdcVk_gA.txt"
"CONCEPT-00692","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 003 Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/CHUNKS/TRANSCRIPT_CHUNK_003_Wn-qgHg5JhE.txt"
"CONCEPT-40362","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 003 YvyUdcVk gA","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/YvyUdcVk_gA/CHUNKS/TRANSCRIPT_CHUNK_003_YvyUdcVk_gA.txt"
"CONCEPT-08551","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 004 Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/CHUNKS/TRANSCRIPT_CHUNK_004_Wn-qgHg5JhE.txt"
"CONCEPT-15496","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 005 Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/CHUNKS/TRANSCRIPT_CHUNK_005_Wn-qgHg5JhE.txt"
"CONCEPT-33231","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 006 Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/CHUNKS/TRANSCRIPT_CHUNK_006_Wn-qgHg5JhE.txt"
"CONCEPT-34342","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 007 Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/CHUNKS/TRANSCRIPT_CHUNK_007_Wn-qgHg5JhE.txt"
"CONCEPT-33416","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 008 Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/CHUNKS/TRANSCRIPT_CHUNK_008_Wn-qgHg5JhE.txt"
"CONCEPT-09436","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CHUNK 009 Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/CHUNKS/TRANSCRIPT_CHUNK_009_Wn-qgHg5JhE.txt"
"CONCEPT-11859","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN ET0o9zL3BDs","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/ET0o9zL3BDs/TRANSCRIPT_CLEAN_ET0o9zL3BDs.txt"
"CONCEPT-21608","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN FULL 6LP3n9VxH 8","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/6LP3n9V7H_8/TRANSCRIPT_CLEAN_FULL_6LP3n9V7H_8.txt"
"CONCEPT-03704","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN FULL Dgbci0GC1vk","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Dgbci0GC1vk/TRANSCRIPT_CLEAN_FULL_Dgbci0GC1vk.txt"
"CONCEPT-13296","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN FULL Hm9ADZ28Wgo","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Hm9ADZ28Wgo/TRANSCRIPT_CLEAN_FULL_Hm9ADZ28Wgo.txt"
"CONCEPT-18338","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN FULL vH0njQMF gc","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/vH0njQMF_gc/TRANSCRIPT_CLEAN_FULL_vH0njQMF_gc.txt"
"CONCEPT-27011","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN FULL w4HWSqnnzEo","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/w4HWSqnnzEo/TRANSCRIPT_CLEAN_FULL_w4HWSqnnzEo.txt"
"CONCEPT-03487","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN FULL Wn qgHg5JhE","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/Wn-qgHg5JhE/TRANSCRIPT_CLEAN_FULL_Wn-qgHg5JhE.txt"
"CONCEPT-20405","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN FULL YvyUdcVk gA","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/YvyUdcVk_gA/TRANSCRIPT_CLEAN_FULL_YvyUdcVk_gA.txt"
"CONCEPT-31210","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN FULL ZtOxCJqEHjY","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/ZtOxCJqEHjY/TRANSCRIPT_CLEAN_FULL_ZtOxCJqEHjY.txt"
"CONCEPT-31691","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN REPAIRED ET0o9zL3BDs","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/ET0o9zL3BDs/TRANSCRIPT_CLEAN_REPAIRED_ET0o9zL3BDs.txt"
"CONCEPT-27447","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSCRIPT CLEAN YvyUdcVk gA","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/YvyUdcVk_gA/TRANSCRIPT_CLEAN_YvyUdcVk_gA.txt"
"CONCEPT-26696","SOURCE_INTAKE_RESEARCH","REFERENCE","TRANSLATION MATRIX","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/YvyUdcVk_gA/FRAME_HYGIENE_WORK_ORDER_PACKAGE_20260522/01_NEWER_FRAMED_WORK/TRANSLATION_MATRIX_20260522.md"
"CONCEPT-22610","SOURCE_INTAKE_RESEARCH","REFERENCE","Treat this event as closed unless the user asks for a verified astronomy research pass, a symbolic-correspondence parking map, or a project behavior card extracted from the packet.","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/CURRENT_CONTEXT_CART/YOU_GOT_MAIL__PORCH_EVENT_TRIGGER_20260526_011606.md"
"CONCEPT-24947","SOURCE_INTAKE_RESEARCH","REFERENCE","Two passes produced the same route:","1","1","Jxhnny_Kl33N_Seedz/RESEARCH_PACKETS/CYCLES_20260526/01_CYCLE_STUDY_MICRO_WASH_MAP_20260526.md"
"CONCEPT-34728","SOURCE_INTAKE_RESEARCH","REFERENCE","Type: Legacy Source Ore Lane","1","1","Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/GRANDMASTER_NODE_ROOT_LEDGER_CHAT_DROP_ORE_FIRST_TEST_20260530.md"
"CONCEPT-28019","SOURCE_INTAKE_RESEARCH","REFERENCE","understanding this as a concept and","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/ET0o9zL3BDs/TRANSCRIPT_CLEAN_REPAIRED_ET0o9zL3BDs.txt"
"CONCEPT-18884","SOURCE_INTAKE_RESEARCH","REFERENCE","URL puller, transcript icon, setup script, shortcut, launcher, .cmd, helper script, yt-dlp engine confusion, missing README references, and file-path/code wording confusion.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/TASK_SIZE_RULE_FINAL_V1_20260526_010139/TASK_SIZE_RULE_FINAL_V1.txt"
"CONCEPT-39324","SOURCE_INTAKE_RESEARCH","REFERENCE","Use as source ore for a systems translation only.","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/ROOT_DROP_ET0O9ZL3BDS_TRANSCRIPT_SET_20260524_220844/SOURCE_DISPOSITION.md"
"CONCEPT-30947","SOURCE_INTAKE_RESEARCH","REFERENCE","Use Code Intake / Code Gate submenu, or run the clean command at a normal PowerShell prompt.","1","1","_MISC_DRAWER/READ_REPORTS/HOUSE_FILE_TOOLBOX_V3_3_4_SUPERVISOR/INPUT_ROUTER/20260529_153124_CODE_GATE_COMMAND_IN_MENU_INPUT_ROUTER_CARD.md"
"CONCEPT-06570","SOURCE_INTAKE_RESEARCH","REFERENCE","Use for any person, transcript, philosophy, or outside idea.","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/REPORTS/CREATIVE_ROOM_SYNTHESIS_CONCLUSION_20260524.md"
"CONCEPT-26047","SOURCE_INTAKE_RESEARCH","REFERENCE","Use Husserl for first contact: what is the field of experience/source surface?","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_TRANSCRIPT_BACKLOG_20260526_003545/Sugrue.txt"
"CONCEPT-11135","SOURCE_INTAKE_RESEARCH","REFERENCE","USE LADDER","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/YvyUdcVk_gA/FRAME_HYGIENE_WORK_ORDER_PACKAGE_20260522/03_SCAFFOLDS_AND_LADDERS/USE_LADDER_20260522.md"
"CONCEPT-19484","SOURCE_INTAKE_RESEARCH","REFERENCE","Use lens. Quarantine authority.","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/REPORTS/CREATIVE_ROOM_SYNTHESIS_CONCLUSION_20260524.md"
"CONCEPT-35546","SOURCE_INTAKE_RESEARCH","REFERENCE","Use only as identity-transition source ore:","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_NOTES/YT_TRANSCRIPT_FULL_READ_NOTES_AND_BUILD_FIT_20260524.md"
"CONCEPT-25302","SOURCE_INTAKE_RESEARCH","REFERENCE","Use the Dreamforge material as source ore and stress-test corpus for:","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/DREAMFORGE_REENTRY_20260529/DREAMFORGE_REENTRY_BATCH_A_SOURCE_MAP_20260529.md"
"CONCEPT-15750","SOURCE_INTAKE_RESEARCH","REFERENCE","Use this card for any person, transcript, philosophy, outside idea, or strange source before it is allowed to affect the house.","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/SOURCE_ORE_INTAKE_CARD_TEMPLATE_20260524.md"
"CONCEPT-13578","SOURCE_INTAKE_RESEARCH","REFERENCE","Use this support file when capture, idea intake, ranking, or retrieval is the active problem:","1","1","Jxhnny_Kl33N_Seedz/HOUSE_WORK/SUIT_SYSTEM/CURRENT_ASSISTANT_SUIT.md"
"CONCEPT-37895","SOURCE_INTAKE_RESEARCH","REFERENCE","Use when file pathing, helper output, intake material, or ledger/map/key joins are getting foggy.","1","1","Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/ORGANIC_PATHING_SOFT_SUIT_CARD_V1_20260530.md"
"CONCEPT-39806","SOURCE_INTAKE_RESEARCH","REFERENCE","Use when working on Intake Gate System, mixed source intake, helper handoff, or gate-stack routing.","1","1","Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/INTAKE_GATE_SYSTEM_SUIT_CARD_V1_20260530.md"
"CONCEPT-10995","SOURCE_INTAKE_RESEARCH","REFERENCE","Useful material: the intake/read/summary route can hold returned text locally.","1","1","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOCAL_CODE_WORKBENCH_ENGINE_SLOT_TINY_TEST_V0.1.ps1"
"CONCEPT-23158","SOURCE_INTAKE_RESEARCH","REFERENCE","User correction: keys, ledgers, maps, and helper output need to join at the Intake Gate.","1","1","Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/INTAKE_GATE_PATH_ECOLOGY_PRE_DIVE_CAPTURE_20260530.md"
"CONCEPT-38994","SOURCE_INTAKE_RESEARCH","REFERENCE","USER PULLED NOTES ZtOxCJqEHjY","1","1","_SOURCE_RESEARCH_NOTES/LOCAL_PERSON_RESEARCH_ROOM_20260524/TRANSCRIPT_FILES/YT_TRANSCRIPTS/ZtOxCJqEHjY/USER_PULLED_NOTES_ZtOxCJqEHjY.txt"
